Image,Age,Historical Notes
artifact_dataset/augmented_images\457213_aug3.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457213_aug4.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457213_aug5.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457200_aug1.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457200_aug2.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457200_aug3.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457200_aug4.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457200_aug5.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457201_aug1.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457201_aug2.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457201_aug3.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457201_aug4.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457201_aug5.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457195_aug1.jpg,973.0,dated 363 AH/973 CE
artifact_dataset/augmented_images\457195_aug2.jpg,973.0,dated 363 AH/973 CE
artifact_dataset/augmented_images\457195_aug3.jpg,973.0,dated 363 AH/973 CE
artifact_dataset/augmented_images\457195_aug4.jpg,973.0,dated 363 AH/973 CE
artifact_dataset/augmented_images\457195_aug5.jpg,973.0,dated 363 AH/973 CE
artifact_dataset/augmented_images\457186_aug1.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457186_aug2.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457186_aug3.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457186_aug4.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457186_aug5.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457214_aug1.jpg,981.0,dated 371 AH/981 CE
artifact_dataset/augmented_images\457214_aug2.jpg,981.0,dated 371 AH/981 CE
artifact_dataset/augmented_images\457214_aug3.jpg,981.0,dated 371 AH/981 CE
artifact_dataset/augmented_images\457214_aug4.jpg,981.0,dated 371 AH/981 CE
artifact_dataset/augmented_images\457214_aug5.jpg,981.0,dated 371 AH/981 CE
artifact_dataset/augmented_images\457216_aug1.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457216_aug2.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457216_aug3.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457216_aug4.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457216_aug5.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457183_aug1.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457183_aug2.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457183_aug3.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457183_aug4.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457183_aug5.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457177_aug1.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457177_aug2.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457177_aug3.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457177_aug4.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457177_aug5.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457202_aug1.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457202_aug2.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457202_aug3.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457202_aug4.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457202_aug5.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457207_aug1.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457207_aug2.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457207_aug3.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457207_aug4.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457207_aug5.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457223_aug1.jpg,979.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457223_aug2.jpg,979.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457223_aug3.jpg,979.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457223_aug4.jpg,979.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457223_aug5.jpg,979.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457217_aug1.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457217_aug2.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457217_aug3.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457217_aug4.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457217_aug5.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457196_aug1.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457196_aug2.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457196_aug3.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457196_aug4.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457196_aug5.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457187_aug1.jpg,971.5,dated 360 AH/370 CE
artifact_dataset/augmented_images\457187_aug2.jpg,971.5,dated 360 AH/370 CE
artifact_dataset/augmented_images\457187_aug3.jpg,971.5,dated 360 AH/370 CE
artifact_dataset/augmented_images\457187_aug4.jpg,971.5,dated 360 AH/370 CE
artifact_dataset/augmented_images\457187_aug5.jpg,971.5,dated 360 AH/370 CE
artifact_dataset/augmented_images\457205_aug1.jpg,983.0,dated 373 AH/983 CE
artifact_dataset/augmented_images\457205_aug2.jpg,983.0,dated 373 AH/983 CE
artifact_dataset/augmented_images\457205_aug3.jpg,983.0,dated 373 AH/983 CE
artifact_dataset/augmented_images\457205_aug4.jpg,983.0,dated 373 AH/983 CE
artifact_dataset/augmented_images\457205_aug5.jpg,983.0,dated 373 AH/983 CE
artifact_dataset/augmented_images\457206_aug1.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457206_aug2.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457206_aug3.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457206_aug4.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457206_aug5.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457203_aug1.jpg,974.0,dated 364 AH/974 CE
artifact_dataset/augmented_images\457203_aug2.jpg,974.0,dated 364 AH/974 CE
artifact_dataset/augmented_images\457203_aug3.jpg,974.0,dated 364 AH/974 CE
artifact_dataset/augmented_images\457203_aug4.jpg,974.0,dated 364 AH/974 CE
artifact_dataset/augmented_images\457203_aug5.jpg,974.0,dated 364 AH/974 CE
artifact_dataset/augmented_images\457220_aug1.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457220_aug2.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457220_aug3.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457220_aug4.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457220_aug5.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457226_aug1.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457226_aug2.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457226_aug3.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457226_aug4.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457226_aug5.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457227_aug1.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457227_aug2.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457227_aug3.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457227_aug4.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457227_aug5.jpg,979.0,dated 369 AH/979 CE
artifact_dataset/augmented_images\457211_aug1.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457211_aug2.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457211_aug3.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457211_aug4.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457211_aug5.jpg,980.0,dated 370 AH/980 CE
artifact_dataset/augmented_images\457194_aug1.jpg,978.0,dated 368 AH/978 CE
artifact_dataset/augmented_images\457194_aug2.jpg,978.0,dated 368 AH/978 CE
artifact_dataset/augmented_images\457194_aug3.jpg,978.0,dated 368 AH/978 CE
artifact_dataset/augmented_images\457194_aug4.jpg,978.0,dated 368 AH/978 CE
artifact_dataset/augmented_images\457194_aug5.jpg,978.0,dated 368 AH/978 CE
artifact_dataset/augmented_images\457198_aug1.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457198_aug2.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457198_aug3.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457198_aug4.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457198_aug5.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457237_aug1.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457237_aug2.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457237_aug3.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457237_aug4.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457237_aug5.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457236_aug1.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457236_aug2.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457236_aug3.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457236_aug4.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457236_aug5.jpg,977.0,dated 367 AH/977 CE
artifact_dataset/augmented_images\457253_aug1.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457253_aug2.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457253_aug3.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457253_aug4.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457253_aug5.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457244_aug1.jpg,947.0,dated 335 AH/947 CE
artifact_dataset/augmented_images\457244_aug2.jpg,947.0,dated 335 AH/947 CE
artifact_dataset/augmented_images\457244_aug3.jpg,947.0,dated 335 AH/947 CE
artifact_dataset/augmented_images\457244_aug4.jpg,947.0,dated 335 AH/947 CE
artifact_dataset/augmented_images\457244_aug5.jpg,947.0,dated 335 AH/947 CE
artifact_dataset/augmented_images\457254_aug1.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457254_aug2.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457254_aug3.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457254_aug4.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457254_aug5.jpg,986.0,dated 376 AH/986  CE
artifact_dataset/augmented_images\457241_aug1.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457241_aug2.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457241_aug3.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457241_aug4.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457241_aug5.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457242_aug1.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457242_aug2.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457242_aug3.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457242_aug4.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457242_aug5.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457240_aug1.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457240_aug2.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457240_aug3.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457240_aug4.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457240_aug5.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457248_aug1.jpg,979.0,dated 367 AH/979 CE
artifact_dataset/augmented_images\457248_aug2.jpg,979.0,dated 367 AH/979 CE
artifact_dataset/augmented_images\457248_aug3.jpg,979.0,dated 367 AH/979 CE
artifact_dataset/augmented_images\457248_aug4.jpg,979.0,dated 367 AH/979 CE
artifact_dataset/augmented_images\457248_aug5.jpg,979.0,dated 367 AH/979 CE
artifact_dataset/augmented_images\457243_aug1.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457243_aug2.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457243_aug3.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457243_aug4.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457243_aug5.jpg,984.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457250_aug1.jpg,986.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457250_aug2.jpg,986.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457250_aug3.jpg,986.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457250_aug4.jpg,986.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457250_aug5.jpg,986.5,dated 37 AH?/98 CE ?
artifact_dataset/augmented_images\457354_aug1.jpg,749.0,before 131 AH/749 CE
artifact_dataset/augmented_images\457354_aug2.jpg,749.0,before 131 AH/749 CE
artifact_dataset/augmented_images\457354_aug3.jpg,749.0,before 131 AH/749 CE
artifact_dataset/augmented_images\457354_aug4.jpg,749.0,before 131 AH/749 CE
artifact_dataset/augmented_images\457354_aug5.jpg,749.0,before 131 AH/749 CE
artifact_dataset/augmented_images\457364_aug1.jpg,776.0,dated 160 AH/776 CE
artifact_dataset/augmented_images\457364_aug2.jpg,776.0,dated 160 AH/776 CE
artifact_dataset/augmented_images\457364_aug3.jpg,776.0,dated 160 AH/776 CE
artifact_dataset/augmented_images\457364_aug4.jpg,776.0,dated 160 AH/776 CE
artifact_dataset/augmented_images\457364_aug5.jpg,776.0,dated 160 AH/776 CE
artifact_dataset/augmented_images\457360_aug1.jpg,771.0,dated 154 AH/771 CE
artifact_dataset/augmented_images\457360_aug2.jpg,771.0,dated 154 AH/771 CE
artifact_dataset/augmented_images\457360_aug3.jpg,771.0,dated 154 AH/771 CE
artifact_dataset/augmented_images\457360_aug4.jpg,771.0,dated 154 AH/771 CE
artifact_dataset/augmented_images\457360_aug5.jpg,771.0,dated 154 AH/771 CE
artifact_dataset/augmented_images\457365_aug1.jpg,753.0,dated 136 AH/753 CE
artifact_dataset/augmented_images\457365_aug2.jpg,753.0,dated 136 AH/753 CE
artifact_dataset/augmented_images\457365_aug3.jpg,753.0,dated 136 AH/753 CE
artifact_dataset/augmented_images\457365_aug4.jpg,753.0,dated 136 AH/753 CE
artifact_dataset/augmented_images\457365_aug5.jpg,753.0,dated 136 AH/753 CE
artifact_dataset/augmented_images\457374_aug1.jpg,969.0,dated 358 AH/969 CE
artifact_dataset/augmented_images\457374_aug2.jpg,969.0,dated 358 AH/969 CE
artifact_dataset/augmented_images\457374_aug3.jpg,969.0,dated 358 AH/969 CE
artifact_dataset/augmented_images\457374_aug4.jpg,969.0,dated 358 AH/969 CE
artifact_dataset/augmented_images\457374_aug5.jpg,969.0,dated 358 AH/969 CE
artifact_dataset/augmented_images\457368_aug1.jpg,1332.0,dated 733 AH/1332 CE
artifact_dataset/augmented_images\457368_aug2.jpg,1332.0,dated 733 AH/1332 CE
artifact_dataset/augmented_images\457368_aug3.jpg,1332.0,dated 733 AH/1332 CE
artifact_dataset/augmented_images\457368_aug4.jpg,1332.0,dated 733 AH/1332 CE
artifact_dataset/augmented_images\457368_aug5.jpg,1332.0,dated 733 AH/1332 CE
artifact_dataset/augmented_images\457362_aug1.jpg,767.0,dated 150 AH/767 CE
artifact_dataset/augmented_images\457362_aug2.jpg,767.0,dated 150 AH/767 CE
artifact_dataset/augmented_images\457362_aug3.jpg,767.0,dated 150 AH/767 CE
artifact_dataset/augmented_images\457362_aug4.jpg,767.0,dated 150 AH/767 CE
artifact_dataset/augmented_images\457362_aug5.jpg,767.0,dated 150 AH/767 CE
artifact_dataset/augmented_images\457355_aug1.jpg,1330.0,dated 730 AH/1330 CE
artifact_dataset/augmented_images\457355_aug2.jpg,1330.0,dated 730 AH/1330 CE
artifact_dataset/augmented_images\457355_aug3.jpg,1330.0,dated 730 AH/1330 CE
artifact_dataset/augmented_images\457355_aug4.jpg,1330.0,dated 730 AH/1330 CE
artifact_dataset/augmented_images\457355_aug5.jpg,1330.0,dated 730 AH/1330 CE
artifact_dataset/augmented_images\457366_aug1.jpg,1204.0,dated 601 AH/1204 CE
artifact_dataset/augmented_images\457366_aug2.jpg,1204.0,dated 601 AH/1204 CE
artifact_dataset/augmented_images\457366_aug3.jpg,1204.0,dated 601 AH/1204 CE
artifact_dataset/augmented_images\457366_aug4.jpg,1204.0,dated 601 AH/1204 CE
artifact_dataset/augmented_images\457366_aug5.jpg,1204.0,dated 601 AH/1204 CE
artifact_dataset/augmented_images\457369_aug1.jpg,994.0,dated 384 AH/994 CE
artifact_dataset/augmented_images\457369_aug2.jpg,994.0,dated 384 AH/994 CE
artifact_dataset/augmented_images\457369_aug3.jpg,994.0,dated 384 AH/994 CE
artifact_dataset/augmented_images\457369_aug4.jpg,994.0,dated 384 AH/994 CE
artifact_dataset/augmented_images\457369_aug5.jpg,994.0,dated 384 AH/994 CE
artifact_dataset/augmented_images\457361_aug1.jpg,1214.5,1169–1260
artifact_dataset/augmented_images\457361_aug2.jpg,1214.5,1169–1260
artifact_dataset/augmented_images\457361_aug3.jpg,1214.5,1169–1260
artifact_dataset/augmented_images\457361_aug4.jpg,1214.5,1169–1260
artifact_dataset/augmented_images\457361_aug5.jpg,1214.5,1169–1260
artifact_dataset/augmented_images\457252_aug1.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457252_aug2.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457252_aug3.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457252_aug4.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457252_aug5.jpg,985.0,dated 375 AH/985 CE
artifact_dataset/augmented_images\457372_aug1.jpg,915.0,dated 303 AH/915 CE
artifact_dataset/augmented_images\457372_aug2.jpg,915.0,dated 303 AH/915 CE
artifact_dataset/augmented_images\457372_aug3.jpg,915.0,dated 303 AH/915 CE
artifact_dataset/augmented_images\457372_aug4.jpg,915.0,dated 303 AH/915 CE
artifact_dataset/augmented_images\457372_aug5.jpg,915.0,dated 303 AH/915 CE
artifact_dataset/augmented_images\457363_aug1.jpg,790.0,dated 174 AH/790 CE
artifact_dataset/augmented_images\457363_aug2.jpg,790.0,dated 174 AH/790 CE
artifact_dataset/augmented_images\457363_aug3.jpg,790.0,dated 174 AH/790 CE
artifact_dataset/augmented_images\457363_aug4.jpg,790.0,dated 174 AH/790 CE
artifact_dataset/augmented_images\457363_aug5.jpg,790.0,dated 174 AH/790 CE
artifact_dataset/augmented_images\457347_aug1.jpg,1187.0,late 11th–early 13th century
artifact_dataset/augmented_images\457347_aug2.jpg,1187.0,late 11th–early 13th century
artifact_dataset/augmented_images\457347_aug3.jpg,1187.0,late 11th–early 13th century
artifact_dataset/augmented_images\457347_aug4.jpg,1187.0,late 11th–early 13th century
artifact_dataset/augmented_images\457347_aug5.jpg,1187.0,late 11th–early 13th century
artifact_dataset/augmented_images\446068_aug1.jpg,802.0,dated 186 AH/802 CE
artifact_dataset/augmented_images\446068_aug2.jpg,802.0,dated 186 AH/802 CE
artifact_dataset/augmented_images\446068_aug3.jpg,802.0,dated 186 AH/802 CE
artifact_dataset/augmented_images\446068_aug4.jpg,802.0,dated 186 AH/802 CE
artifact_dataset/augmented_images\446068_aug5.jpg,802.0,dated 186 AH/802 CE
artifact_dataset/augmented_images\453451_aug1.jpg,1218.0,dated 615 AH/1218–19 CE
artifact_dataset/augmented_images\453451_aug2.jpg,1218.0,dated 615 AH/1218–19 CE
artifact_dataset/augmented_images\453451_aug3.jpg,1218.0,dated 615 AH/1218–19 CE
artifact_dataset/augmented_images\453451_aug4.jpg,1218.0,dated 615 AH/1218–19 CE
artifact_dataset/augmented_images\453451_aug5.jpg,1218.0,dated 615 AH/1218–19 CE
artifact_dataset/augmented_images\453445_aug1.jpg,1223.0,dated 620 AH/1223 CE
artifact_dataset/augmented_images\453445_aug2.jpg,1223.0,dated 620 AH/1223 CE
artifact_dataset/augmented_images\453445_aug3.jpg,1223.0,dated 620 AH/1223 CE
artifact_dataset/augmented_images\453445_aug4.jpg,1223.0,dated 620 AH/1223 CE
artifact_dataset/augmented_images\453445_aug5.jpg,1223.0,dated 620 AH/1223 CE
artifact_dataset/augmented_images\457101_aug1.jpg,1270.5,1206–1335
artifact_dataset/augmented_images\457101_aug2.jpg,1270.5,1206–1335
artifact_dataset/augmented_images\457101_aug3.jpg,1270.5,1206–1335
artifact_dataset/augmented_images\457101_aug4.jpg,1270.5,1206–1335
artifact_dataset/augmented_images\457101_aug5.jpg,1270.5,1206–1335
artifact_dataset/augmented_images\457471_aug1.jpg,1125.0,first half 12th century
artifact_dataset/augmented_images\457471_aug2.jpg,1125.0,first half 12th century
artifact_dataset/augmented_images\457471_aug3.jpg,1125.0,first half 12th century
artifact_dataset/augmented_images\457471_aug4.jpg,1125.0,first half 12th century
artifact_dataset/augmented_images\457471_aug5.jpg,1125.0,first half 12th century
artifact_dataset/augmented_images\457674_aug1.jpg,863.0,815–911
artifact_dataset/augmented_images\457674_aug2.jpg,863.0,815–911
artifact_dataset/augmented_images\457674_aug3.jpg,863.0,815–911
artifact_dataset/augmented_images\457674_aug4.jpg,863.0,815–911
artifact_dataset/augmented_images\457674_aug5.jpg,863.0,815–911
artifact_dataset/augmented_images\457668_aug1.jpg,999.5,8th–13th century
artifact_dataset/augmented_images\457668_aug2.jpg,999.5,8th–13th century
artifact_dataset/augmented_images\457668_aug3.jpg,999.5,8th–13th century
artifact_dataset/augmented_images\457668_aug4.jpg,999.5,8th–13th century
artifact_dataset/augmented_images\457668_aug5.jpg,999.5,8th–13th century
artifact_dataset/augmented_images\457700_aug1.jpg,790.0,ca. 790
artifact_dataset/augmented_images\457700_aug2.jpg,790.0,ca. 790
artifact_dataset/augmented_images\457700_aug3.jpg,790.0,ca. 790
artifact_dataset/augmented_images\457700_aug4.jpg,790.0,ca. 790
artifact_dataset/augmented_images\457700_aug5.jpg,790.0,ca. 790
artifact_dataset/augmented_images\457702_aug1.jpg,999.5,8th–13th century
artifact_dataset/augmented_images\457702_aug2.jpg,999.5,8th–13th century
artifact_dataset/augmented_images\457702_aug3.jpg,999.5,8th–13th century
artifact_dataset/augmented_images\457702_aug4.jpg,999.5,8th–13th century
artifact_dataset/augmented_images\457702_aug5.jpg,999.5,8th–13th century
artifact_dataset/augmented_images\457102_aug1.jpg,1349.5,14th century
artifact_dataset/augmented_images\457102_aug2.jpg,1349.5,14th century
artifact_dataset/augmented_images\457102_aug3.jpg,1349.5,14th century
artifact_dataset/augmented_images\457102_aug4.jpg,1349.5,14th century
artifact_dataset/augmented_images\457102_aug5.jpg,1349.5,14th century
artifact_dataset/augmented_images\457088_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457088_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457088_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457088_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457088_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457426_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457426_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457426_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457426_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457426_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457444_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457444_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457444_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457444_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457444_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457453_aug1.jpg,770.0,ca. 770
artifact_dataset/augmented_images\457453_aug2.jpg,770.0,ca. 770
artifact_dataset/augmented_images\457453_aug3.jpg,770.0,ca. 770
artifact_dataset/augmented_images\457453_aug4.jpg,770.0,ca. 770
artifact_dataset/augmented_images\457453_aug5.jpg,770.0,ca. 770
artifact_dataset/augmented_images\457463_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457463_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457463_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457463_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457463_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457467_aug1.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457467_aug2.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457467_aug3.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457467_aug4.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457467_aug5.jpg,799.5,probably 8th–9th century
artifact_dataset/augmented_images\457479_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457479_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457479_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457479_aug4.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457479_aug5.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457508_aug1.jpg,797.0,probably 786–808
artifact_dataset/augmented_images\457508_aug2.jpg,797.0,probably 786–808
artifact_dataset/augmented_images\457508_aug3.jpg,797.0,probably 786–808
artifact_dataset/augmented_images\457508_aug4.jpg,797.0,probably 786–808
artifact_dataset/augmented_images\457508_aug5.jpg,797.0,probably 786–808
artifact_dataset/augmented_images\457528_aug1.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457528_aug2.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457528_aug3.jpg,799.5,8th–9th century
artifact_dataset/augmented_images\457528_aug4.jpg,799.5,8th–9th century
