ArtifactType,Name,Age,Image,Object ID,Description,Period,Dynasty,Object Date,Culture
coin,Coin,959-1009 AD,artifact_dataset/images/coin/457132.jpg,457132,unknown,unknown,unknown,dated 374 ah/984 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457140.jpg,457140,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,951-1012 AD,artifact_dataset/images/coin/457136.jpg,457136,unknown,unknown,unknown,dated 37 ah?/98 ce ?,unknown
coin,Coin,960-1010 AD,artifact_dataset/images/coin/457152.jpg,457152,unknown,unknown,unknown,dated 375 ah/985 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457131.jpg,457131,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,941-991 AD,artifact_dataset/images/coin/457125.jpg,457125,unknown,unknown,unknown,dated 355 ah/ah 966,unknown
coin,Coin,948-998 AD,artifact_dataset/images/coin/457172.jpg,457172,unknown,unknown,unknown,dated 363 ah/973 ce,unknown
coin,Coin,955-1005 AD,artifact_dataset/images/coin/457164.jpg,457164,unknown,unknown,unknown,dated 36 ah?/97 ce ?,unknown
coin,Coin,924-974 AD,artifact_dataset/images/coin/457143.jpg,457143,unknown,unknown,unknown,dated 337 ah/949 ce,unknown
coin,Coin,951-1001 AD,artifact_dataset/images/coin/457158.jpg,457158,unknown,unknown,unknown,dated 366 ah/976 ce,unknown
coin,Coin,926-976 AD,artifact_dataset/images/coin/457190.jpg,457190,unknown,unknown,unknown,dated 340 ah/951 ce,unknown
coin,Coin,945-1004 AD,artifact_dataset/images/coin/457234.jpg,457234,unknown,unknown,unknown,dated 36 ah?/97 ce ?,unknown
coin,Coin,958-1008 AD,artifact_dataset/images/coin/457208.jpg,457208,unknown,unknown,unknown,dated 373 ah/983 ce,unknown
coin,Coin,924-974 AD,artifact_dataset/images/coin/457191.jpg,457191,unknown,unknown,unknown,dated 337 ah/949 ce,unknown
coin,Coin,957-1007 AD,artifact_dataset/images/coin/457225.jpg,457225,unknown,unknown,unknown,dated 372 ah/982 ce,unknown
coin,Coin,928-978 AD,artifact_dataset/images/coin/457192.jpg,457192,unknown,unknown,unknown,dated 342 ah/953 ce,unknown
coin,Coin,958-1008 AD,artifact_dataset/images/coin/457178.jpg,457178,unknown,unknown,unknown,dated 373 ah/983 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457204.jpg,457204,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,957-1007 AD,artifact_dataset/images/coin/457210.jpg,457210,unknown,unknown,unknown,dated 372 ah/982 ce,unknown
coin,Coin,956-1004 AD,artifact_dataset/images/coin/457180.jpg,457180,unknown,unknown,unknown,dated 37 ah?/98 ce ?,unknown
coin,Coin,948-998 AD,artifact_dataset/images/coin/457193.jpg,457193,unknown,unknown,unknown,dated 363 ah/973 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457199.jpg,457199,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,950-1000 AD,artifact_dataset/images/coin/457218.jpg,457218,unknown,unknown,unknown,dated 365 ah/975 ce,unknown
coin,Coin,938-988 AD,artifact_dataset/images/coin/457182.jpg,457182,unknown,unknown,unknown,dated 363 ah?/973 ce ?,unknown
coin,Coin,954-1004 AD,artifact_dataset/images/coin/457213.jpg,457213,unknown,unknown,unknown,dated 369 ah/979 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457200.jpg,457200,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457201.jpg,457201,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,948-998 AD,artifact_dataset/images/coin/457195.jpg,457195,unknown,unknown,unknown,dated 363 ah/973 ce,unknown
coin,Coin,952-1002 AD,artifact_dataset/images/coin/457186.jpg,457186,unknown,unknown,unknown,dated 367 ah/977 ce,unknown
coin,Coin,956-1006 AD,artifact_dataset/images/coin/457214.jpg,457214,unknown,unknown,unknown,dated 371 ah/981 ce,unknown
coin,Coin,955-1005 AD,artifact_dataset/images/coin/457216.jpg,457216,unknown,unknown,unknown,dated 370 ah/980 ce,unknown
coin,Coin,954-1004 AD,artifact_dataset/images/coin/457183.jpg,457183,unknown,unknown,unknown,dated 369 ah/979 ce,unknown
coin,Coin,960-1010 AD,artifact_dataset/images/coin/457177.jpg,457177,unknown,unknown,unknown,dated 375 ah/985 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457202.jpg,457202,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457207.jpg,457207,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,952-1007 AD,artifact_dataset/images/coin/457223.jpg,457223,unknown,unknown,unknown,dated 37 ah?/98 ce ?,unknown
coin,Coin,955-1005 AD,artifact_dataset/images/coin/457217.jpg,457217,unknown,unknown,unknown,dated 370 ah/980 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457196.jpg,457196,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,941-1002 AD,artifact_dataset/images/coin/457187.jpg,457187,unknown,unknown,unknown,dated 360 ah/370 ce,unknown
coin,Coin,958-1008 AD,artifact_dataset/images/coin/457205.jpg,457205,unknown,unknown,unknown,dated 373 ah/983 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457206.jpg,457206,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,949-999 AD,artifact_dataset/images/coin/457203.jpg,457203,unknown,unknown,unknown,dated 364 ah/974 ce,unknown
coin,Coin,952-1002 AD,artifact_dataset/images/coin/457220.jpg,457220,unknown,unknown,unknown,dated 367 ah/977 ce,unknown
coin,Coin,955-1014 AD,artifact_dataset/images/coin/457226.jpg,457226,unknown,unknown,unknown,dated 37 ah?/98 ce ?,unknown
coin,Coin,954-1004 AD,artifact_dataset/images/coin/457227.jpg,457227,unknown,unknown,unknown,dated 369 ah/979 ce,unknown
coin,Coin,955-1005 AD,artifact_dataset/images/coin/457211.jpg,457211,unknown,unknown,unknown,dated 370 ah/980 ce,unknown
coin,Coin,953-1003 AD,artifact_dataset/images/coin/457194.jpg,457194,unknown,unknown,unknown,dated 368 ah/978 ce,unknown
coin,Coin,960-1010 AD,artifact_dataset/images/coin/457198.jpg,457198,unknown,unknown,unknown,dated 375 ah/985 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457237.jpg,457237,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,952-1002 AD,artifact_dataset/images/coin/457236.jpg,457236,unknown,unknown,unknown,dated 367 ah/977 ce,unknown
coin,Coin,960-1010 AD,artifact_dataset/images/coin/457253.jpg,457253,unknown,unknown,unknown,dated 375 ah/985 ce,unknown
coin,Coin,922-972 AD,artifact_dataset/images/coin/457244.jpg,457244,unknown,unknown,unknown,dated 335 ah/947 ce,unknown
coin,Coin,961-1011 AD,artifact_dataset/images/coin/457254.jpg,457254,unknown,unknown,unknown,dated 376 ah/986  ce,unknown
coin,Coin,960-1010 AD,artifact_dataset/images/coin/457241.jpg,457241,unknown,unknown,unknown,dated 375 ah/985 ce,unknown
coin,Coin,955-1014 AD,artifact_dataset/images/coin/457242.jpg,457242,unknown,unknown,unknown,dated 37 ah?/98 ce ?,unknown
coin,Coin,955-1014 AD,artifact_dataset/images/coin/457240.jpg,457240,unknown,unknown,unknown,dated 37 ah?/98 ce ?,unknown
coin,Coin,954-1004 AD,artifact_dataset/images/coin/457248.jpg,457248,unknown,unknown,unknown,dated 367 ah/979 ce,unknown
coin,Coin,955-1014 AD,artifact_dataset/images/coin/457243.jpg,457243,unknown,unknown,unknown,dated 37 ah?/98 ce ?,unknown
coin,Coin,951-1022 AD,artifact_dataset/images/coin/457250.jpg,457250,unknown,unknown,unknown,dated 37 ah?/98 ce ?,unknown
coin,Coin,724-774 AD,artifact_dataset/images/coin/457354.jpg,457354,unknown,unknown,unknown,before 131 ah/749 ce,unknown
coin,Coin,751-801 AD,artifact_dataset/images/coin/457364.jpg,457364,unknown,unknown,unknown,dated 160 ah/776 ce,unknown
coin,Coin,746-796 AD,artifact_dataset/images/coin/457360.jpg,457360,unknown,unknown,unknown,dated 154 ah/771 ce,unknown
coin,Coin,728-778 AD,artifact_dataset/images/coin/457365.jpg,457365,unknown,unknown,unknown,dated 136 ah/753 ce,unknown
coin,Coin,944-994 AD,artifact_dataset/images/coin/457374.jpg,457374,unknown,unknown,unknown,dated 358 ah/969 ce,unknown
coin,Coin,1307-1357 AD,artifact_dataset/images/coin/457368.jpg,457368,unknown,unknown,unknown,dated 733 ah/1332 ce,unknown
coin,Coin,742-792 AD,artifact_dataset/images/coin/457362.jpg,457362,unknown,unknown,unknown,dated 150 ah/767 ce,unknown
coin,Coin,1305-1355 AD,artifact_dataset/images/coin/457355.jpg,457355,unknown,unknown,unknown,dated 730 ah/1330 ce,unknown
coin,Coin,1179-1229 AD,artifact_dataset/images/coin/457366.jpg,457366,unknown,unknown,unknown,dated 601 ah/1204 ce,unknown
coin,Coin,969-1019 AD,artifact_dataset/images/coin/457369.jpg,457369,unknown,unknown,unknown,dated 384 ah/994 ce,unknown
coin,Coin,1144-1285 AD,artifact_dataset/images/coin/457361.jpg,457361,unknown,unknown,unknown,11691260,unknown
coin,Coin,960-1010 AD,artifact_dataset/images/coin/457252.jpg,457252,unknown,unknown,unknown,dated 375 ah/985 ce,unknown
coin,Coin,890-940 AD,artifact_dataset/images/coin/457372.jpg,457372,unknown,unknown,unknown,dated 303 ah/915 ce,unknown
coin,Coin,765-815 AD,artifact_dataset/images/coin/457363.jpg,457363,unknown,unknown,unknown,dated 174 ah/790 ce,unknown
coin,Coin,1075-1299 AD,artifact_dataset/images/coin/457347.jpg,457347,unknown,unknown,unknown,late 11thearly 13th century,unknown
coin,Coin,777-827 AD,artifact_dataset/images/coin/446068.jpg,446068,unknown,unknown,unknown,dated 186 ah/802 ce,unknown
coin,Coin,1193-1243 AD,artifact_dataset/images/coin/453451.jpg,453451,unknown,unknown,unknown,dated 615 ah/121819 ce,unknown
coin,Coin,1198-1248 AD,artifact_dataset/images/coin/453445.jpg,453445,unknown,unknown,unknown,dated 620 ah/1223 ce,unknown
coin,Coin,1181-1360 AD,artifact_dataset/images/coin/457101.jpg,457101,unknown,unknown,unknown,12061335,unknown
coin,Coin,1100-1150 AD,artifact_dataset/images/coin/457471.jpg,457471,unknown,unknown,unknown,first half 12th century,unknown
coin,Coin,790-936 AD,artifact_dataset/images/coin/457674.jpg,457674,unknown,unknown,unknown,815911,unknown
coin,Coin,700-1299 AD,artifact_dataset/images/coin/457668.jpg,457668,unknown,unknown,unknown,8th13th century,unknown
coin,Coin,765-815 AD,artifact_dataset/images/coin/457700.jpg,457700,unknown,unknown,unknown,ca. 790,unknown
coin,Coin,700-1299 AD,artifact_dataset/images/coin/457702.jpg,457702,unknown,unknown,unknown,8th13th century,unknown
coin,Coin,1300-1399 AD,artifact_dataset/images/coin/457102.jpg,457102,unknown,unknown,unknown,14th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457088.jpg,457088,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457426.jpg,457426,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457444.jpg,457444,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,745-795 AD,artifact_dataset/images/coin/457453.jpg,457453,unknown,unknown,unknown,ca. 770,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457463.jpg,457463,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457467.jpg,457467,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457479.jpg,457479,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,761-833 AD,artifact_dataset/images/coin/457508.jpg,457508,unknown,unknown,unknown,probably 786808,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457528.jpg,457528,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457527.jpg,457527,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,790-840 AD,artifact_dataset/images/coin/457577.jpg,457577,unknown,unknown,unknown,ca. 815,unknown
coin,Coin,700-799 AD,artifact_dataset/images/coin/457569.jpg,457569,unknown,unknown,unknown,8th century,unknown
coin,Coin,700-799 AD,artifact_dataset/images/coin/457562.jpg,457562,unknown,unknown,unknown,8th century,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457565.jpg,457565,unknown,unknown,unknown,75868,unknown
coin,Coin,1000-1299 AD,artifact_dataset/images/coin/457575.jpg,457575,unknown,unknown,unknown,11th13th century,unknown
coin,Coin,693-839 AD,artifact_dataset/images/coin/457544.jpg,457544,unknown,unknown,unknown,718814,unknown
coin,Coin,700-799 AD,artifact_dataset/images/coin/457563.jpg,457563,unknown,unknown,unknown,8th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457344.jpg,457344,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,1075-1099 AD,artifact_dataset/images/coin/457348.jpg,457348,unknown,unknown,unknown,late 11th century,unknown
coin,Coin,1300-1399 AD,artifact_dataset/images/coin/457387.jpg,457387,unknown,unknown,unknown,14th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457397.jpg,457397,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,700-799 AD,artifact_dataset/images/coin/457411.jpg,457411,unknown,unknown,unknown,8th century,unknown
coin,Coin,1275-1299 AD,artifact_dataset/images/coin/457342.jpg,457342,unknown,unknown,unknown,late 13th century,unknown
coin,Coin,1000-1099 AD,artifact_dataset/images/coin/457401.jpg,457401,unknown,unknown,unknown,probably 11th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457442.jpg,457442,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,693-839 AD,artifact_dataset/images/coin/457568.jpg,457568,unknown,unknown,unknown,718814,unknown
coin,Coin,700-799 AD,artifact_dataset/images/coin/457537.jpg,457537,unknown,unknown,unknown,probably 8th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457550.jpg,457550,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457570.jpg,457570,unknown,unknown,unknown,75868,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457547.jpg,457547,unknown,unknown,unknown,75868,unknown
coin,Coin,1005-1099 AD,artifact_dataset/images/coin/457074.jpg,457074,unknown,unknown,unknown,103074,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457087.jpg,457087,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,742-792 AD,artifact_dataset/images/coin/457679.jpg,457679,unknown,unknown,unknown,probably 150 ah/767 ce,unknown
coin,Coin,745-795 AD,artifact_dataset/images/coin/457433.jpg,457433,unknown,unknown,unknown,dated 153 ah/770 ce,unknown
coin,Coin,757-807 AD,artifact_dataset/images/coin/457410.jpg,457410,unknown,unknown,unknown,dated 166 ah/782 ce,unknown
coin,Coin,793-843 AD,artifact_dataset/images/coin/457457.jpg,457457,unknown,unknown,unknown,203 ah/818 ce,unknown
coin,Coin,748-798 AD,artifact_dataset/images/coin/457560.jpg,457560,unknown,unknown,unknown,dated 156 ah/773 ce,unknown
coin,Coin,760-810 AD,artifact_dataset/images/coin/457526.jpg,457526,unknown,unknown,unknown,169 ah/785 ce,unknown
coin,Coin,750-799 AD,artifact_dataset/images/coin/457561.jpg,457561,unknown,unknown,unknown,dated 158 ah/775 ce,unknown
coin,Coin,781-831 AD,artifact_dataset/images/coin/457551.jpg,457551,unknown,unknown,unknown,dated 191 ah/806 ce,unknown
coin,Coin,900-1399 AD,artifact_dataset/images/coin/457600.jpg,457600,unknown,unknown,unknown,10th14th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457581.jpg,457581,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,900-999 AD,artifact_dataset/images/coin/457589.jpg,457589,unknown,unknown,unknown,probably 10th century,unknown
coin,Coin,700-799 AD,artifact_dataset/images/coin/457609.jpg,457609,unknown,unknown,unknown,8th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457597.jpg,457597,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,900-999 AD,artifact_dataset/images/coin/457588.jpg,457588,unknown,unknown,unknown,probably 10th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457613.jpg,457613,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457587.jpg,457587,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,751-810 AD,artifact_dataset/images/coin/457604.jpg,457604,unknown,unknown,unknown,77685,unknown
coin,Coin,800-1099 AD,artifact_dataset/images/coin/457616.jpg,457616,unknown,unknown,unknown,9th11th century,unknown
coin,Coin,800-1399 AD,artifact_dataset/images/coin/457617.jpg,457617,unknown,unknown,unknown,9th14th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457580.jpg,457580,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457615.jpg,457615,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457594.jpg,457594,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,693-839 AD,artifact_dataset/images/coin/457579.jpg,457579,unknown,unknown,unknown,718814,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457602.jpg,457602,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457586.jpg,457586,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,1200-1299 AD,artifact_dataset/images/coin/457611.jpg,457611,unknown,unknown,unknown,probably 13th century,unknown
coin,Coin,900-1099 AD,artifact_dataset/images/coin/457629.jpg,457629,unknown,unknown,unknown,10th11th century,unknown
coin,Coin,693-839 AD,artifact_dataset/images/coin/457652.jpg,457652,unknown,unknown,unknown,718814,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457622.jpg,457622,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457651.jpg,457651,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,772-822 AD,artifact_dataset/images/coin/457647.jpg,457647,unknown,unknown,unknown,ca. 797,unknown
coin,Coin,693-839 AD,artifact_dataset/images/coin/457632.jpg,457632,unknown,unknown,unknown,718814,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457641.jpg,457641,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457643.jpg,457643,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,900-999 AD,artifact_dataset/images/coin/457628.jpg,457628,unknown,unknown,unknown,probably 10th century,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457636.jpg,457636,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457662.jpg,457662,unknown,unknown,unknown,probably 8th9th century,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457645.jpg,457645,unknown,unknown,unknown,75868,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457631.jpg,457631,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457654.jpg,457654,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,853-903 AD,artifact_dataset/images/coin/457639.jpg,457639,unknown,unknown,unknown,dated 264 ah/878 ce,unknown
coin,Coin,739-789 AD,artifact_dataset/images/coin/457638.jpg,457638,unknown,unknown,unknown,dated 147 ah/764 ce,unknown
coin,Coin,865-915 AD,artifact_dataset/images/coin/457635.jpg,457635,unknown,unknown,unknown,dated 277 ah/890 ce,unknown
coin,Coin,780-830 AD,artifact_dataset/images/coin/457634.jpg,457634,unknown,unknown,unknown,dated 189 ah/805 ce,unknown
coin,Coin,795-845 AD,artifact_dataset/images/coin/457642.jpg,457642,unknown,unknown,unknown,dated 204 ah/820 ce,unknown
coin,Coin,765-815 AD,artifact_dataset/images/coin/457649.jpg,457649,unknown,unknown,unknown,174 ah/790 ce,unknown
coin,Coin,765-815 AD,artifact_dataset/images/coin/457607.jpg,457607,unknown,unknown,unknown,174 ah/790 ce,unknown
coin,Coin,776-826 AD,artifact_dataset/images/coin/457584.jpg,457584,unknown,unknown,unknown,dated 185 ah/801 ce,unknown
coin,Coin,724-774 AD,artifact_dataset/images/coin/457599.jpg,457599,unknown,unknown,unknown,dated 131 ah/749 ce,unknown
coin,Coin,755-799 AD,artifact_dataset/images/coin/457606.jpg,457606,unknown,unknown,unknown,dated 164 ah/780 ce,unknown
coin,Coin,765-815 AD,artifact_dataset/images/coin/457582.jpg,457582,unknown,unknown,unknown,dated 174 ah/790 ce,unknown
coin,Coin,731-781 AD,artifact_dataset/images/coin/457605.jpg,457605,unknown,unknown,unknown,dated 139 ah/756 ce,unknown
coin,Coin,772-822 AD,artifact_dataset/images/coin/457620.jpg,457620,unknown,unknown,unknown,ca. 797,unknown
coin,Coin,400-1399 AD,artifact_dataset/images/coin/457585.jpg,457585,unknown,unknown,unknown,5th14th century,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457593.jpg,457593,unknown,unknown,unknown,75868,unknown
coin,Coin,700-899 AD,artifact_dataset/images/coin/457621.jpg,457621,unknown,unknown,unknown,8th9th century,unknown
coin,Coin,700-1299 AD,artifact_dataset/images/coin/457663.jpg,457663,unknown,unknown,unknown,8th13th century,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457648.jpg,457648,unknown,unknown,unknown,75868,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457644.jpg,457644,unknown,unknown,unknown,75868,unknown
coin,Coin,748-798 AD,artifact_dataset/images/coin/457657.jpg,457657,unknown,unknown,unknown,dated 156 ah/773 ce,unknown
coin,Coin,781-831 AD,artifact_dataset/images/coin/457637.jpg,457637,unknown,unknown,unknown,dated 191 ah/806 ce,unknown
coin,Coin,765-815 AD,artifact_dataset/images/coin/457660.jpg,457660,unknown,unknown,unknown,174 ah/790 ce,unknown
coin,Coin,734-784 AD,artifact_dataset/images/coin/457655.jpg,457655,unknown,unknown,unknown,dated 142 ah/759 ce,unknown
coin,Coin,971-1021 AD,artifact_dataset/images/coin/457610.jpg,457610,unknown,unknown,unknown,dated 386 ah/996 ce,unknown
coin,Coin,700-768 AD,artifact_dataset/images/coin/457659.jpg,457659,unknown,unknown,unknown,724743,unknown
coin,Coin,1291-1360 AD,artifact_dataset/images/coin/457689.jpg,457689,unknown,unknown,unknown,71636 ah/131635 ce,unknown
coin,Coin,1175-1225 AD,artifact_dataset/images/coin/457704.jpg,457704,unknown,unknown,unknown,late 12thearly 13th century,unknown
coin,Coin,1175-1225 AD,artifact_dataset/images/coin/457100.jpg,457100,unknown,unknown,unknown,late 12thearly 13th century,unknown
coin,Coin,1075-1225 AD,artifact_dataset/images/coin/457352.jpg,457352,unknown,unknown,unknown,late 11thearly 13th century,unknown
coin,Coin,1075-1225 AD,artifact_dataset/images/coin/457345.jpg,457345,unknown,unknown,unknown,late 11thearly 13th century,unknown
coin,Coin,1175-1225 AD,artifact_dataset/images/coin/457389.jpg,457389,unknown,unknown,unknown,late 12thearly 13th century,unknown
coin,Coin,1175-1225 AD,artifact_dataset/images/coin/457390.jpg,457390,unknown,unknown,unknown,late 12thearly 13th century,unknown
coin,Coin,1174-1245 AD,artifact_dataset/images/coin/457099.jpg,457099,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,1296-1346 AD,artifact_dataset/images/coin/457080.jpg,457080,unknown,unknown,unknown,dated 731 ah?/13301 ce ?,unknown
coin,Coin,1174-1244 AD,artifact_dataset/images/coin/457346.jpg,457346,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,1181-1249 AD,artifact_dataset/images/coin/457671.jpg,457671,unknown,unknown,unknown,60324 ah/120624 ce,unknown
coin,Coin,761-833 AD,artifact_dataset/images/coin/457423.jpg,457423,unknown,unknown,unknown,probably 17093 ah/786808 ce,unknown
coin,Coin,1174-1244 AD,artifact_dataset/images/coin/457386.jpg,457386,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,1174-1244 AD,artifact_dataset/images/coin/457392.jpg,457392,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,1174-1244 AD,artifact_dataset/images/coin/457393.jpg,457393,unknown,unknown,unknown,596616 ah/11991219 ce,unknown
coin,Coin,733-793 AD,artifact_dataset/images/coin/457556.jpg,457556,unknown,unknown,unknown,14150 ah/75868 ce,unknown
coin,Coin,780-830 AD,artifact_dataset/images/coin/457633.jpg,457633,unknown,unknown,unknown,dated 189 ah/805 ce,unknown
coin,Coin,972-1022 AD,artifact_dataset/images/coin/457596.jpg,457596,unknown,unknown,unknown,probably 387 ah/997 ce,unknown
coin,Coin,700-1299 AD,artifact_dataset/images/coin/457404.jpg,457404,unknown,unknown,unknown,8th13th century,unknown
coin,Coin,700-799 AD,artifact_dataset/images/coin/457396.jpg,457396,unknown,unknown,unknown,8th century,unknown
coin,Coin,1000-1099 AD,artifact_dataset/images/coin/457402.jpg,457402,unknown,unknown,unknown,11th century,unknown
coin,Coin,733-783 AD,artifact_dataset/images/coin/457081.jpg,457081,unknown,unknown,unknown,dated 141 ah/758 ce,unknown
coin,Coin,724-774 AD,artifact_dataset/images/coin/457079.jpg,457079,unknown,unknown,unknown,dated 131 ah/749 ce,unknown
coin,Coin,757-807 AD,artifact_dataset/images/coin/457092.jpg,457092,unknown,unknown,unknown,dated 166 ah/782 ce,unknown
coin,Coin,761-812 AD,artifact_dataset/images/coin/457084.jpg,457084,unknown,unknown,unknown,dated 170 ah/786 ce,unknown
coin,Coin,795-845 AD,artifact_dataset/images/coin/449658.jpg,449658,unknown,unknown,unknown,dated 204 ah/820 ce,unknown
coin,Coin,736-786 AD,artifact_dataset/images/coin/457697.jpg,457697,unknown,unknown,unknown,dated 144 ah/761 ce,unknown
coin,Coin,758-808 AD,artifact_dataset/images/coin/457698.jpg,457698,unknown,unknown,unknown,dated 166 ah/783 ce,unknown
coin,Coin,745-795 AD,artifact_dataset/images/coin/457696.jpg,457696,unknown,unknown,unknown,dated 153 ah/770 ce,unknown
coin,Coin,943-993 AD,artifact_dataset/images/coin/457682.jpg,457682,unknown,unknown,unknown,dated 358 ah/968 ce,unknown
coin,Coin,755-799 AD,artifact_dataset/images/coin/457709.jpg,457709,unknown,unknown,unknown,dated 164 ah/780 ce,unknown
coin,Coin,748-798 AD,artifact_dataset/images/coin/457451.jpg,457451,unknown,unknown,unknown,dated 156 ah/773 ce,unknown
coin,Coin,781-831 AD,artifact_dataset/images/coin/457486.jpg,457486,unknown,unknown,unknown,dated 191 ah/806 ce,unknown
coin,Coin,781-831 AD,artifact_dataset/images/coin/457474.jpg,457474,unknown,unknown,unknown,dated 191 ah/806 ce,unknown
coin,Coin,737-787 AD,artifact_dataset/images/coin/457407.jpg,457407,unknown,unknown,unknown,dated 145 ah/762 ce,unknown
coin,Coin,736-786 AD,artifact_dataset/images/coin/457461.jpg,457461,unknown,unknown,unknown,dated 144 ah/761 ce,unknown
coin,Coin,750-850 AD,artifact_dataset/images/coin/457420.jpg,457420,unknown,unknown,unknown,dated 1?5 ah,unknown
